objectid_1,objectid,park_cat,tmk,park_type,park_name,main_dist,link_id,legal_acre,globalid,first_base,first_soft,first_foot,first_socc,first_rugb,first_bask,first_tenn,first_voll,first_teth,first_golf,first_comm,first_hiki,first_jogg,first_exer,first_skat,first_sk_1,first_outr,first_picn,first_camp,first_ca_1,first_chil,first_swim,first_gymn,first_indo,first_art_,first_blea,first_bus_,first_co_1,first_conc,first_drin,first_ex_1,first_hand,first_ha_1,first_hist,first_land,first_life,first_ligh,first_park,first_pay_,first_pi_1,first_rest,first_shad,first_show,landwatcon,staffed,phone,total_acre,total_sqft,total_room,maint_dist,neighborho,council,first_city,first_name,first_zip,first_pool,first_po_1,first_po_2,x,y
334,334,3,91056001,7,Makaiwa Beach Park (future),3,9022,47.29999924,{2D6F105E-CFA3-4BC8-B7FE-46D605935237},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Kapolei,off Farrington H,96707, , , ,1596912.66469274,65539.8494933447
335,335,4,59006035,12,Pupukea-Paumalu Park,4,417,25.88,{B67CBDA3-A46C-4E99-9215-8C9C6841F5CE}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,25.88,0, ,4,27,0, , , , , , ,1624194.91092894,181085.135158486
336,336,1, ,5,Pawaa Park,2,55,1.67999995,{6FD2B9AC-F46A-43EC-AEB9-159DD6763E2D}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.68,0, ,2,0,0, , , , , , ,1695468.37159589,47835.4563871696
337,337,4, ,8,Heeia Kea Valley Nature Park (undevel),4,409,219.00999451,{83B72112-8D8D-49AE-8645-A6FEBB82B881}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1702876.93483001,101136.241671263
338,338,1, ,1,Kuhio Mini Park #3,1,463,0.1,{32D4C56E-477B-44E1-B7FC-B890B9130E16}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,None,0.1,0, ,0,0,0, , , , , , ,1700465.83367279,40086.138030599
339,339,1, ,9,Wahiawa Botanical Garden,3,288,26.52000046,{F14DF706-EE13-4AD9-8EA1-8A4A5D8F8963}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,0,0, ,0,0,0, , , , , , ,1634280.77740001,122204.819025264
340,340,3,91016131,2,Kapolei Green Neighborhood Park,3,468,5.62,{365B26DB-1523-402D-8D1B-842F23A8A27A}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1435, ,3,23,1, , , , , , ,1614301.83536487,57618.7836915359
341,341,4, ,7,Chuns Reef Beach Support Park (undevel),4,411,3,{17ACF05B-E10B-4760-990B-2F02530ED66A}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,None,3,130680, ,4,27,0, , , , , , ,1612892.59748865,165332.673179237
342,342,1, ,3,Manana Community Park and Youth Facility,3,38,8,{91EFC7A2-8E9F-4618-8351-A319FFA8E8B7}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y,None,14,348480, ,3,21,0, , , , , , ,1651161.04767229,85238.8067940364
343,343,1, ,7,Chuns Reef Beach Support Park (undevel),4,411,3,{79A060BD-01F8-4BA4-8F04-4999BB44AEEF}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,None,3,130680, ,4,27,0, , , , , , ,1612892.59748865,165332.673179237
344,344,1, ,8,Heeia Kea Valley Nature Park (undevel),4,409,219.00999451,{A7DEB96E-9AAC-45FB-9DC8-330B9D05D6C6}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1702876.93483001,101136.241671263
345,345,1,47014018,14,Kaalaea (undeveloped),4,470,0.44,{413934CF-76B4-416C-9AD3-D76E8FC12F92}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,None,0,0, ,0,0,0, , , , , , ,1693772.91312392,108502.788313952
346,346,1, ,2,Palailai Neighborhood Park,3,90,5,{6BFE7D89-6B7E-4462-8D9B-1A0AB5A45FAB}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,0, ,3,23,0, , , , , , ,1609331.75625095,72373.6263756742
347,347,1,39017021,12,Hawaii Kai Dog Park,1,9105,1.833703,{BE86C080-933C-43D3-8DFB-C3E9F70136C8}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1737492.91718016,42680.355275199
348,348,3, ,2,Kahua O Waikalua NP (future),5,76,15.64999962,{852CB18F-2D6D-4ABF-89C0-3B309B3377AF}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1713354.7700882,88253.9635975066
349,349,1, ,7,Kapiolani Park Beach Center,1,453,2.58999991,{C336A470-9BD8-4395-A898-3E1E7EE7EB33}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1701008.12729144,36316.7476561767
350,350,1, ,3,Asing Community Park,3,408,23.55999947,{BA12E1A6-A60D-414D-8D2E-04A583EFF632}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,0,0, ,0,0,0, , , , , , ,1631531.38314695,67553.5019508631
351,351,3,91010,2,Keaunui NP (future),3,9101,5.9000001,{0AEE14C9-2E60-434B-896A-5B5ECFB01E3F}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1632947.46503628,64719.9616011692
352,352,1,91013015,12,Pride Fields,3,482,10,{861DEFBD-CAFC-4B9E-B8F6-646455612A29}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1623429.77229095,59273.2344296033
353,353,1,91026045,14,Kaomi Loop,3,9106,0.475,{8FC118AD-1A13-472C-AEDF-F664890AC02C}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1602734.03748488,48827.2278806049
354,354,3, ,2,Kahiwelo at Kapolei (future),3,487,3.56999993,{D9418428-5D18-4012-8C22-947FE881C9CE}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1620582.07954439,51797.8987650392
355,355,3, ,7,Kahuku Point Beach Park (future),4,485,37,{5E3E58ED-583B-439F-B00E-5305A7AC0002}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1621732.62646249,51801.2649473255
356,356,1,36004001,8,Aina Haina Nature Preserve,1,9104,94.72000122,{86D47DFE-4198-41F9-9B68-DEC835E4D5F7}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1723804.95205311,48611.1945439636
357,357,1, ,13,Ala Wai Golf Course Driving Range,1,459,7,{FB961BAD-5E08-4E4D-8C2B-18FB7EF591B7}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1702736.5155616,40470.3542373059
358,358,1, ,13,Ala Wai Golf Course Club House,1,460,0.89999998,{7B79A478-8217-43E5-853E-B93DEA3BFC65}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1701990.51946712,40357.5656198283
359,359,1, ,14,Paiko Drive,1,357,0.005,{80D09A3B-6CE6-4FD3-B87A-1922D6668E96}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1732980.07035653,41751.4175600552
360,360,3,91103162,2,Area 19,3,486,9.18000031,{8D81AF5B-BBA3-4DE8-A7D5-229C95582FF4}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1634120.90009885,60385.3393412572
361,361,1,67001047,4,Waialua District Park,4,135,12.81999969,{02DFE5DB-AE3A-4C5F-94FA-210CE5E6E643},T,T,F,F,F,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,T,T,T,T,F,F,F,F,F,T,T,F,T,F,F,F,F,T,T,F,T,F,F, ,Y,637-9721,12.82,558439, ,4,27,2,Waialua,67-180 Goodale A,96791,Ronald Chun,637-6061,67-180 Goodale Ave,1598591.82792936,148665.081228977
362,362,1,99005015,4,Aiea District Park,2,95,8.81999969,{92EB8C60-86C7-4A9A-9F53-8BE97DF90327},T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,F,T,F,F,F,T,F,T,T,F,T,F,F,T,T,T,T,T,F, , ,483-7859,8.82,384199, ,2,20,8,Aiea,99-350 Aiea Heig,96701,Hisai Mahi,483-7858,99-350 Aiea Hghts Drive,1664587.33753273,78718.5291039951
363,363,1,29036003,4,Manoa Valley District Park,1,67,29.45999908,{089965CC-D5A5-4321-A8E4-176A59F3EE66},T,F,F,F,F,T,T,T,F,F,T,F,F,F,F,F,F,T,F,F,T,T,T,T,F,F,F,T,F,F,F,T,T,F,T,F,T,T,T,F,T,T,F, ,Y,988-4747,29.46,1283278, ,1,7,5,Honolulu,2721 Kaaipu Avenue,96822,Steve Min,988-6868,2721 Kaaipu Ave,1705550.16595258,53503.3297467352
364,364,1,74008002,4,George Fred Wright Wahiawa District Park,3,75,10.01000023,{68A2307F-B1B3-4759-BEEC-E5ABF9B3B75E},T,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,T,T,T,F,T,F,F,F,T,F,F,T,F,F,F,F,T,T,T,T,T,F, ,Y,622-4751,10.01,436036, ,3,26,2,Wahiawa,1139-A Kilani Av,96786,Flora Mae Chang,621-0857,1139A Kilani Ave,1632324.02027045,120875.448421185
365,365,1,94007052,3,Waikele Community Park,3,385,12.84000015,{EEEA0E40-C4D4-4B09-85C3-EA7A0A39C613},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F, ,Y,None,12.84,559310, ,3,22,9,Waipio,94-870 Lumiaina Street,96797,Earl Onizawa,678-0872,94-1101 Pulelo Pl.,1639095.30849182,85296.9582368396
366,366,1,92003026,7,Tracks Beach Park,3,354,14.30000019,{4C97D179-BA6A-473C-A833-701AFDB3D200},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,14.3,622908, ,3,0,0,Ewa Beach,92-271 Farrington Highway,96707, , , ,1595350.75741697,70682.894363335
367,367,1,39007008,7,Maunalua Bay Beach Park,1,35,5.38999987,{FE46400E-17BC-4EEB-A867-B1B8CE06141D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,T,T,T,T,T, , ,None,5.39,234788, ,1,0,0,Honolulu,6505 Kalanianaol,96825, , , ,1736922.25571119,42534.553000844
368,368,1,67014042,14,Waialua Beach Road,4,318,0.08,{691104A1-B189-40FB-8BE2-732BE7DD774F},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.08,3485, ,4,27,2,Waialua,Waialua Beach Road,96791, , , ,1596195.74539476,150786.154651686
369,369,1,38016081,2,Kuliouou Neighborhood Park,1,324,4.40999985,{62A9E14D-665F-4C77-8AC1-E0C502F04F4D},F,T,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F, , ,None,4.41,192100, ,1,2,4,Honolulu,501 Kuliouou Roa,96821, , , ,1734458.99907037,46826.1201769162
370,370,1,94095140,2,Waipahu Uka Neighborhood Park,3,328,4,{F6BFAE5A-E781-4474-AA08-270FF9F26241},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4,174240, ,3,22,9,Waipahu,94-891 Hiapo Street,96797, , , ,1636675.99993311,81543.0295975914
371,371,1,94107099,3,Hoaeae Community Park,3,325,10.10000038,{1BA0CD6E-9359-4D6E-BC7B-DD74E01E0312},T,F,T,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,T,T,F,F,T,T,F, ,Y,676-8832,10.1,439956, ,3,22,9,Waipahu,94-709 Kaaholo Street,96797, , , ,1631127.72593553,81253.2046227132
372,372,1,31043000,6,Kapiolani Regional Park,1,4,154.72999573,{958F31D8-80F0-4970-A6B1-36DBA9A72444},F,T,T,T,T,F,T,T,F,F,T,F,T,T,F,F,F,T,F,F,T,F,F,F,T,F,T,T,T,T,T,F,T,T,T,F,F,T,T,T,T,T,T, ,Y,971-2500,154.73,6740039, ,1,0,0,Honolulu,2805 Monsarrat A,96815, , , ,1702044.93557736,35209.7378641104
373,373,1,43011074,7,Kailua Beach Park,4,18,35.20000076,{968D4A9D-5DD5-48D8-94EE-083F31621B5E},F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,T,T,F,T,T,F,T,F,T,T,F,T,F,F, , ,266-7658,35.2,1533312, ,4,31,0,Kailua,526 Kawailoa Roa,96734, , , ,1734510.72816201,83086.1744018719
374,374,1,94001029,1,Pupuole Street Mini Park,3,334,7.92999983,{FEE68D05-72EF-4B5C-B460-31C683AD6E0E},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,7.93,345431, ,3,22,9,Waipahu,94-427 Pupuole S,96797, , , ,1636082.75168028,77262.5811212243
375,375,1,66002001,7,Haleiwa Alii Beach Park,4,164,19.25,{354645E5-3F48-4227-826F-63C47CFCCF0D},F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,F,T,F,T,T,F,T,F,F, ,Y,637-5051,19.25,838530, ,4,0,0,Haleiwa,66-167 Haleiwa Road,96712, , , ,1603435.91763323,154797.105683631
376,376,1,62001002,7,Haleiwa Beach Park,4,48,15.67000008,{4844D379-5020-495E-AB17-C28F25623B1E},F,F,F,T,F,T,F,T,F,F,F,F,F,T,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,T,T,T,F,T,T,T,F,T,T,T, , ,None,15.67,682585, ,4,0,2,Haleiwa,62-449 Kamehameha Highway,96712, , , ,1605321.79899419,156419.777715562
377,377,1,24033013,3,Stevenson Recreation Center,2,258,0.5,{B01BB255-763C-4031-B275-ECC587849032},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, ,Y,522-7043,0.5,21780, ,2,12,6,Honolulu,1202 Prospect Street,96822, , , ,1694499.85452072,52416.9052410132
378,378,1,45041009,9,Hoomaluhia Botanical Garden,4,300,370.77999878,{0A8A3E57-BA30-4108-A058-3E3655B48802},F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,T,T,T,F,F,T,T,T,T,T,F, , ,235-6636,370.78,16151177, ,4,30,3,Kaneohe,45-680 Luluku Ro,96744, , , ,1707574.20549735,78666.7857692985
379,379,1,91017075,13,Ewa Villages Golf Course,3,339,235,{97388CE5-AE9C-4B87-9012-983A0CEA0594},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,235,10236600, ,3,0,1,Ewa Beach,91-1760 Park Row,96706, , , ,1626737.07637289,64560.3164067515
380,380,1,27009,15,Isenberg Street Community Garden,1,257,0.28,{0AAE5690-111F-44ED-BD15-2B4D674A83EA},F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F, , ,None,0.28,12197, ,1,8,5,Honolulu,814 Coolidge Str,96826, , , ,1699684.12514291,45268.2144316392
381,381,1,85001,7,Pokai Bay Beach Park,3,78,15.48999977,{47BFD849-84C1-4C3D-8C67-9822287788F5},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,F,T,F,T,T,T,T,T,T, , ,None,15.49,674744, ,3,0,0,Waianae,85-037 Waianae V,96792, , , ,1575766.85014578,99753.673860669
382,382,1,94092090,2,Holanialii Neighborhood Park,3,315,4,{31B5CAAF-1F09-43AA-9138-C586966AAF76},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4,174240, ,3,25,9,Mililani,94-239 Holanialii Place,96789, , , ,1632333.41370176,98704.6791592909
383,383,1,94005046,2,Kuahelani Neighborhood Park,3,295,4,{62847F36-DF7A-4C46-8FD5-A51B86380AA9},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4,174240, ,3,25,9,Mililani,94-1047 Lanikuhana Avenue,96789, , , ,1634912.54067811,98141.0387001404
384,384,1,47060029,3,Ahuimanu Community Park,4,198,4,{A702BF01-497A-4FB5-815D-7B24BE19B793},F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F, ,Y,239-6594,4,174240, ,4,29,2,Kaneohe,47-450 Hui Aeko Place,96744, , , ,1698605.78579177,97817.2758177196
385,385,1,94100060,2,Kealohi Neighborhood Park,3,303,4.01999998,{CD1A1B97-5595-4A81-A001-B54ABB234189},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F, , ,None,4.02,175111, ,3,25,9,Mililani,94-899 Lanikuhana Avenue,96789, , , ,1633717.26651412,96614.188825012
386,386,1,26016035,5,King Kalakaua Park,1,253,0.56999999,{F3C64D77-DFB8-4926-AEF9-580CAC4734D6},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,0.57,24829, ,1,9,4,Honolulu,2054 Kalakaua Av,96815, , , ,1697782.44794512,42541.7151322081
387,387,1,32005009,3,Kaimuki Community Park,1,63,2.75,{6591F9D5-3E14-43EA-8CC7-CE49CD4AAB6D},F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,T,F, ,Y,733-7351,2.75,119790, ,1,4,4,Honolulu,3521 Waialae Avenue,96816, , , ,1708214.63214049,42314.3335765132
388,388,1,35017012,3,Wilson Community Park,1,127,4.0999999,{CE77C5FA-1823-412D-B906-2CF10A5158FD},F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,T,F,T,F,T,T,F, ,Y,733-7367,4.1,178596, ,1,3,4,Honolulu,4901 Kilauea Avenue,96816, , , ,1713900.72598399,41624.1214732988
389,389,1,26008,14,Paoa Place,1,138,0.38,{C3D2243B-DFB5-40C0-A540-1B4FFCDA4A46},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.38,16553, ,1,9,4,Honolulu,Paoa Place,96815, , , ,1696164.78336327,41893.0367551482
390,390,1,99044032,1,Ieie Mini Park,2,111,0.11,{F13B4E34-AC05-4684-BBEE-DEAF014C8540},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,0.11,4792, ,2,20,8,Aiea,99-041 Ieie Place,96701, , , ,1663206.77328138,76649.2466022987
391,391,1,91017014,7,West Loch Shoreline Park,3,316,6.36000013,{6E20B1C4-EBD9-49C3-B223-32D5339C5785},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,T,T,F, , ,None,6.36,277042, ,3,0,0,Waipahu,91-1000 Kapapapu,96797, , , ,1633643.48391255,72528.32989749
392,392,1,98007008,7,Neal S Blaisdell Park,3,150,25.88999939,{5D88824F-C3AA-4ADD-85E8-84FE6F964D11},F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,T,T,T,T,F,T,F,F,T,T,T,T,T,F, , ,483-7864,25.89,1127768, ,3,21,8,Aiea,98-319 Kamehameh,96701, , , ,1655851.58479268,79643.4373000764
393,393,1,99003039,2,Makalapa Neighborhood Park,2,187,5.96999979,{1A9B7F5F-3888-4D67-9BDE-C60F486D1452},F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F, , ,483-7857,5.97,260053, ,2,20,7,Aiea,99-104 Kalaloa Street,96701, , , ,1663134.57655572,73196.2438188336
394,394,1,21038007,3,Dole Community Park,2,11,4.57999992,{DCB0E23D-D9D6-457D-8CDE-62DD7881FA91},F,F,F,F,F,T,T,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,F,T,F,F,F,T,F,F,T,F,T,T,T,F,T,T,F,F,T,T,F, , ,522-7035,4.58,199505, ,2,10,6,Honolulu,602 Magellan Avenue,96813, , , ,1691307.77740562,51595.1002895356
395,395,1,13006001,3,Kamehameha Community Park,2,84,8.60000038,{16C109AE-B2E7-400E-8DBE-F5A6D2A20A23},T,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,F,F,T,F,F,T,F,T,F,F,T,F,F,T,T,F, , ,832-7819,8.6,374616, ,2,15,7,Honolulu,1400 Kalihi Stre,96819, , , ,1683806.07986182,61148.0023915333
396,396,1,59005019,7,Waimea Bay Beach Park,4,151,22.15999985,{C82D1784-AC72-4122-9144-E86AFAE5DD59},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,T,T,F,T,F,T, , ,None,22.16,965290, ,4,0,0,Haleiwa,61-031 Kamehameh,96712, , , ,1618892.68473307,171884.976036233
397,397,1,59002072,7,Pupukea Beach Park,4,110,36.56999969,{C648DFA0-C5E4-4153-B3FF-D2B94A467244},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,T,F,T,F,T, ,Y,638-7213,36.57,1592989, ,4,0,0,Haleiwa,59-727 Kamehameh,96712, , , ,1619978.32187833,176968.228011752
398,398,1,43077048,2,Kalaheo Neighborhood Park,4,102,1.42999995,{861A3B05-4999-4D64-B843-60248E4569B5},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,1.43,62291, ,4,31,3,Kailua,455 Kaipiha Street,96734, , , ,1725196.41513873,87927.7118886004
399,399,1,91025061,14,Oneula Place,3,146,0.03,{4A53155D-304F-4724-9C05-82006AC9815F},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,Oneula Place,96706, , , ,1636703.46946616,51969.1765188353
400,400,1,39014102,3,Kamilo Iki Community Park,1,238,18.46999931,{B82AFADA-1E41-47E3-B4A4-7D9543F42BB1},T,T,F,T,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F, ,Y,395-5314,18.47,804553, ,1,1,4,Honolulu,7750 Hawaii Kai,96825, , , ,1747075.79280533,46963.7014492779
401,401,1,11063018,4,Salt Lake District Park,2,321,84.298,{9C5626C3-18FA-442F-A9BC-1DD84BBCF1AF},T,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,F,F,F,T,F,F,T,F,F,F,F,T,T,F,T,T,F, ,Y,831-7100,84.3,3672021, ,2,18,7,Honolulu,1159 Ala Lilikoi,96818, , , ,1670107.39808004,67832.0104846891
402,402,1,91023,14,Ewa Beach Road L,3,351,0.03,{9C7E4A1E-4A84-4BB6-96A0-AB75FFA8A7F9},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-023:001,96706, , , ,1642512.8379916,53357.0796550467
403,403,1,17003099,3,Pauahi Recreation Center,2,337,0.07,{2347DA13-7CCA-440E-AAE8-FAE369CABA94},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F, , ,527-6753,0.07,3049, ,2,13,6,Honolulu,171 North Pauahi Street,96817, , , ,1687117.64686203,53359.5705543613
404,404,1,91023,14,Ewa Beach Road H,3,347,0.03,{0556D622-6555-40FE-AF98-EC3BD3E53F5D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-023:035 & 079,96706, , , ,1640980.99635705,53261.2728123895
405,405,1,91024,14,Ewa Beach Road F,3,345,0.03,{5F881602-DD54-4151-BB90-DE294F7FB7FE},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-024:063 & 087,97606, , , ,1640492.309057,53139.1420250184
